Generation,Chromosome,Fitness
1,1100011000100001000111000010000111001011000110110010111110101010011100110011010101001011011011001010000111000000,43.0
1,1111111100001010001110111010110010010110111100110011001010011000000001101101111111110100100101001111100111010111,17.264211431699117
1,0110011100101010000011101101111011010010011100010101011010111010110010010110001100110100100101001111100111010011,13.596592968466837
1,1100011000100001000111000010000111001011000110110010111110101010011100110011011111111100010000001111000100110101,24.00796284007963
1,0110011100101010000011101101111011010010011100010101011010111010110010010110001100111100001110100010010010100011,21.076333945186402
1,1001100010001111110110111110010010011001101100111010101000000110110000110110100011110100010000001111000100110101,56.333333333333336
1,0101111001010101110110110100100011011010010110100101000010001001101010011000111010011111110111111111011101001010,17.203948074240962
1,0001011110111000101111010110101110110011100111100111110011001100101000111110101110101100111001011110011010011010,15.274975723251586
1,0111100100101011010000101010010110010101010111010101111111001111011100011101110110111110110100101110110010001111,48.38832981658822
1,0111100100101011010000101010010110010101010111010111111111001111011100010101110110111110110100101110110010001111,18.377949377949378
1,1100011000100001000111000010000111001011000110110010111110101010011100110011011111110100100101001111100111001111,26.24809998311096
1,0111100100101011010000101110010110010101010111010111111111001111011100010101110110111110110100101110110010010011,57.76315789473684
2,0001001011001100101111010111100001010001001000101010111111001111011100010101110110111110110100101110110010010011,169.5228426395939
2,0111100100101011010000101110010110010101010111010111110000011010110010010110001100111100010001001111000000110101,41.14942528735632
2,0101111001010101110110110100100011011010111100111010101010000110110000110110100011110100010000001111000100110101,39.31372549019608
2,1001100010001111110110111110010010011001001100111010101000000110110000110110100011100100001110100010010010100011,19.378859236002093
2,0111100100101011010000100111100001010011001100100010110000000101100011110110001010101110110100101110110010001111,25.6108253381112
2,0001001011001100101111011010010110010101010111010101111111001111011100011101110110111110110100101110110010001111,32.199794575265344
2,0111100100101011010000101010010110010101010111010101111111001110011100110011010101001011011011001010000111000000,23.29746359169581
2,1100011000100001010111010010000111001011000110110110111110101011011100011111110110111110110100101110110010001111,14.823379515621319
2,0001011110111000101111010110101110110011100111100111110011001100101000111110101110101100111101001111100111010011,14.774437631805046
2,0110011100101010000011101101111011010010011100010101011010111010110010010110001100110100100001011110011010011010,119.15853658536585
2,0001001011001100101111010111100001010001001100100010110000001101100011110110001010101100110100001111000100110101,19.698335644937586
2,1001100010001111110110111110010010010011101100111010101000000110110000110110100011110100010000101110110010001111,17.208176719589268
2,0110011100101010000011101101111011010010011100011101011010111010110010010110001100110100010000001111000100110101,7.4613087640310365
2,1100011000100001000111000010000111001011000110110010111111100010010010010110001100111100100101001111100110010011,44.83617725505319
2,1111111100001010001110111010110010010110111100110011001010011000000001101101111111110100100101001111100111010111,32.33471933471934
2,0001001011001100101111010111100001010001001100100010110000001101100011110110001010101110110100101110110010001110,17.591202017371813
2,1001100010001111110110111011010010010001010110100101000010001001101010011000111010011111110111111110011010011010,26.666711535872935
2,0001011110111000101111010110101110110011100111100111110011001100101000111110101110101100111001011110011010011010,22.838022165387898
2,0111100100101011010000101110010110010101010111010111111111001001101010011000110010011111110111111110010010011010,11.510966944701885
2,1001100010001111110110111110010010010001010110100101000010001111011100010101110110111110110100101110110010010011,101.89758179231863
3,0001001011001100101111010111110001010001001000101010111111001111011100010101110110111110110100101110110010010011,35.43128964059196
3,0001001011001100101111010111100001010001001000101010111111001111011100010101110110111110110100101110110010010011,165.18211648892535
3,0001001011001100101111010111100001010001001000101010011111001111011100010101110110111110110100101111100110010011,10.433130203579939
3,1100010000100001000111000010000111001011010110110010111111100010010010010110001100111100100101001110110010010011,47.66990658924514
3,0111100000101011010000100111100001010010001100100010110000001101100011110110001010101110110100101110110010001110,36.29337329337329
3,0001001011001100111111010111100001010001001100100010110000000101100011110110001010101110110100101110110010001111,23.327380952380953
3,0110011100101010000011101101111011010010011100010101011010111010110010010110001100110100100001011110010010011010,42.230769230769226
3,0110011100101010000001101101111011010010011100010101011010111010111010110110001100110100100001011110011010011010,48.650584795321635
3,0101111001010101110110110100100011011010111100110101011010111010110010010110001100110100100001011110011010011010,12.458994842754574
3,0110011100101010000011101101111011010010011100011010101010000110110000110110100011110000010000001111000100110101,16.41991341991342
3,0110011100101010000011101101111011010010011100011101011010101111011100010101110100111110110100101110110010010011,12.897132423664434
3,1001100010001111110110111110010010010001010110100101000010011010110010010110001100110100010000001111000000110101,26.443728685107995
3,0001001011001100101111010111100001001011000110110010111111100010010010010110001100111100100101001111100110110011,26.687862468931236
3,1100011000100001000111000010000111010001001000101010111111001111011100010101110110111110110100101110110010010011,21.76750700280112
3,0011001011001100101111010111100001010001001100100010110000001101100011110110000010101110110100101110110010010011,53.78947368421053
3,0001001011101100101111010111100001010001001000101010111111001111011100010101110110111110110100101110110010001110,7.7506052035637625
3,0111100100101011010000101110010100010101010111010111110010111010110010010110001100110100100001011110011010011010,16.921667006381412
3,0110011100001010000011101101111011010010011100010101011000011010110010010110001100111100010001001111000000110101,19.563640387673907
3,0001001011001100101111010111100001010001001000101010111111001111011100010101110110111110110100101110110010010011,17.59049569648648
3,0001001011001100101111010111100001010001001000101010101111001111011100010101110110111110110100101110110010010011,16.213867115962202
4,0110011100101010000011101101111011010010011100010101011010111010111010010110001100110100100101001110110010010011,25.992481576139546
4,1100010000100001000111000010000011001011010010110010111111100010010010010110001100111100100001011110010010011010,48.13729977116705
4,0011001011001100101111010101111011010010011100011101011010101111011100010101110100111110110100101110110010010011,35.0074489454302
4,0110011100101010000011101111100001010001001100100010110000001100100011110110000010101110110100101110110010010011,45.794771968854285
4,1100010000100001000111000010000111001011010110110010111111100010010010010110001100111100100001011110011010011010,8.253735784101558
4,0110011100101010000001101101111011010000011100010101011010111010111010110110001100110100100101001110110010010011,27.660360005255555
4,0001001011001100101111010111100001010001001000100010110000001101100011110110000010001110110100101110110010010011,30.06896551724138
4,0011001011001100101111010111100001010001001100101010111111001111011101010101110110111110110100101110110010010011,31.97513644633111
4,0111100000101100101111010111100001010001001100100010110000001101100011110110000010101110100100101110110110010011,17.86647177254912
4,0011001011001011010000100111100001010010001100100010110000001101100011110110001010101110110100101110110010001110,37.12467076382792
4,1001100010001111110110111110010010010001010110100101000010101111011100010101110100111110110100101110110010010011,25.578456715754506
4,0110011100101010000011101101111011010010011100011101011010011010110011010110001100110100010000001111000000110101,18.590994371482175
4,1001100010001111110110101101111011010010011100011010101010000110110000110110100011110000010000001111000100110101,26.400621118012424
4,0110011100101010000011111110010010010001010110100101000010011010110010010110001100110100010000000111000000110101,12.990340963971796
4,0001001000101010000011101101111011010010011100010101011010111010110010010110001010110100100001011110010010011010,167.32558139534885
4,0110011111001100101111010111100001010001001000101010111111001111011100010101110110111110110100101110110010010011,73.08474576271186
4,0001001011001100101111010111100001010001001000101010111111001110110010010110001100110100100001011110010011011010,17.688194688194688
4,1110011100101010000011101101111011010010011100010101111010111011011100010101110110111110110100101110110010010011,26.912655971479502
4,0001001011001100101111010111110001010001001000101010111111001111011100010101110110111110110100101110110010010011,46.30743618201998
4,0001001011001100101111010111000001010001001000101010111111001111011100110101110110111110110100101110110010010011,22.590522450316154
5,1001100010001111110110111110010010010001011100010101011010111010110010010110001010110100100001011110010010011010,16.38409626884528
5,0001001000101010000011101101111011010010010110100101100010101111011100010101110100111110110100101110110010010011,28.507537688442213
5,1001100010001111110110111110010010010001010110100101000010101111011100010101110100011110110100101110110010010011,16.01348716998774
5,0001001011001100101111010110110001010001001000101010111111001111011100010101110110111110110100101110110010010011,25.967098703888336
5,0001001011001100101111010111100001110001001000101010111111001110110010110110001100110100100101001110110010010011,44.16883116883117
5,0110011100101010000001101101111011010000011100010101010010111010111010010110001100110100100001011110010011011010,21.47975291695264
5,1100010000100001000111101101111011010010011100011101011010011010110011010110001110110100010000001111000000110101,58.67172264355363
5,0110011100101010000011000010000011001011011010110010111111100010010010010010001100111100100001011110010010011010,17.88776912505726
5,0110011100101010000011101101111011010010011100010101011010111010010010010110001100111100100001011110010010011010,11.726409888533274
5,1100010000100001000111000010000011001011010010110010111111100010111010010110001100110100100101001110110010010011,46.529411764705884
5,0001001000101010000011101101111011010010011100010101011010111010110010010101110110111110110100101110110010010011,30.690650802605266
5,1110011110101010000011101101111011010010011100010101111010111011011100010110001010110100100001011110010010011010,13.888752052545154
5,1110011100101011000011101101111011010010010100010101111010111011011100010101110110111110110100101110110010010011,28.158562367864697
5,0110011111001100101111010111101001010001001000101010111111001111011100010101100110111110110100101110110010010011,16.71719545632589
5,0011001011001010000011101111100001010001001100100010110000001100100011110110000010101110110100101110110010010011,16.243118583544117
5,0110011100101100101111010101111011010010011100011101011010101111011100010101110100111110110100101110110010010011,15.50431392411027
5,0110011111001100101111010111100001010001001000101010111111001111011100010101110110111110110100101110110010010010,24.819895006057344
5,1100010000100001000111000010000011001011010010110010111111100010010010010110001100111100100001011110010010011011,19.476334961572444
5,1001100010001111110110111110010010010010011100010101011010111010110010010110001010110100100001011110010010011010,163.5784101453758
5,0001001000101010000011101101111011010001010110100101000010101111011100010101110100111110110100101010110010010011,49.38297872340426
6,1001100010001111110110000010000011001011010110110010111111100010111010010110001100110100100101001110110010010011,159.48921832884096
6,1100010000100001000111111110010010010010011100010101011010111010110010010110001010110100100001011110010010011010,17.79614067849362
6,0110011100101010000011101101111011010010011100010101011010111010010010010010101100100100100101001110110010010011,29.95108289768484
6,1100010000100001000111000010000011001011010010110010111111100010111011010110001100111100100001011110010010011010,21.402943229795767
6,1100010000100001000111000010000011001011010010110010111111100010010010010110001100111110100001011110010010011010,23.147850948552293
6,1001100010001111110110111110010010010010011100010101011010111010110010010110001010110100100001011110010010011011,27.815313694813725
6,1100010000100001000111000010000011001011010010110010111111100010111010010110001100110101100101001110110000010011,60.64705882352941
6,1100010000100001000111101101111011010010011110011101011010011010010011010110001110110100010000001111000000110101,10.740407654472705
6,0011001011001010000011101111100001010001001100100010111010111010110110010110001010110101100001011110010010011010,21.12955812955813
6,1001100010001111110110111110010010010010011100010101010000001100100011110110000010101110110100101110110010010011,23.388419565282746
6,1110010110101010000011101101111011010010011100010101111010111001011100010110001010110100100001010110010010011010,28.906183368869936
6,1001100010001111110111111110010010010010011100010101011010111010110010010110001010110100100001011110010010011010,12.392600431549868
6,1001100010001111110110111110010000010010011100010101011010111010110010010110001010100100100001011110010010011010,70.3697270471464
6,0110001100101010000001101101111011010000011100110101010010111010111010010110001100110100000001011110010011001010,107.64705882352942
6,0001001011001100101111010110110001010001001000101010111111001111011100010101110110111110110001011110010010011010,31.915168901118204
6,1001100011001111110110111110010010010010011100010101011011111010110010010110001010110100100100101110110010010011,14.16569978245105
6,1001100010001111110110111110010010010010011101010101011010111010111100010101110110111110110100101110111010010010,21.015898864883773
6,0110011111001100101111010111100001010001001000101010111111001111010010010110001010110100100001011010010010011010,15.171703296703296
6,1110111110101100100111010111100001110001001000101010111111001110110010110110001100110100100101001110110010010011,40.96192609182531
6,0001001011001010000011101101111011010010011100010101111010111011010100010110001010110100100001011010010010011010,24.401785714285715
7,1001100010001111110110111110010000010010011100010101011010111010110010010110001010100100100001011110010010011010,39.71003081136597
7,1001100010001111110110111110010000010010011100010101011010111010110010010110001010100100101001011110000010011010,184.0
7,1001100010001111110110000010000011001011010110110010111111100010111010010110001100110100100101001100110010010011,19.972506738544475
7,1001100010001111110111111110010010010010011100000101011010110010110110010110001010110100100001011110010010011010,11.326221457378498
7,1001100010001111110110000000000010010010011101010101011010111010111100010101110110111110110100101110111010010010,80.40650719545651
7,1001100010001111110110111110010011001011010110110010111101100010111010010110001100110100100101001110110010010011,15.077874744365925
7,1001100010001111110110111110010000010010011100010101011010111010110010010110001100110100000001011110010011001010,9.701568940300492
7,0110001100101010000001101101111011010000011100110101010010111010111010010110001010100100100001011110000010011010,29.19047619047619
7,1100010000100001000111001101111011010000011100110101010010111010111010010110001100110100000001011110010011001010,11.92682485321468
7,0110001100101010000001100010000011001011010010110010111111100010111010010110001100110101100101001110110000010011,13.883102200230521
7,0110001100101010000001101101111011010000011100110101010010111010111010010110001010110100100001011110010110011011,23.48327639781522
7,1001100010001111110110111110010010010010011100010101011010111010110010010110001100110100000001011110010011001010,10.9094142777114
7,1001100011001111110110111110010010010010011100010101011011111010110010010110001010100100100001011110010010011010,178.08474576271186
7,1001100010001111110110111110010000010010011100010101011010111010110010010110001010110100100100101110110010010011,33.039410305064955
7,0001001011001100101111010110110001010001001000111010111111001111011100010101110110111110110001011110110010010011,22.73193177155585
7,1001100010001111110111000010000011001011010110110010111111100110111010010110001100110100100101001110010010011010,35.0712417486611
7,1001100011001111110110111110010010010010011100010101011011111010110010010110001010110100100101001110110010010011,10.228320048078942
7,1001100010001111110110000010000011001011010110110010111111100010111010010110001100110100100100101110110010010011,32.5613354037267
7,0001001011001100101111010110110001010001001000101010111111001111011100010100001100110101100101001110110000010011,97.01692183722804
7,1100010000100001000111000010000011001011010010110010111111100010111010010111100110111110110001011110010010011010,11.870786516853933
8,1001100010001111110110101110000000010010011100010101011010111010110010010110001010100100100001011110010010011010,22.783289000156472
8,1001100000001111110110111110010000010010011100010101011010111010110000010110001010110100100100101110110010010011,30.354187031606386
8,1100010000100001000111000010000011001011010010110001011010111010110010010110001010100100101001011110000010011010,13.754648569513044
8,1001100010001111110110111110010000010010011100010110111111100010111010010111100110111110110001011010010010011000,22.67157842157842
8,0001001011001100101111010110110001010001001000101010111111001111011100010100001100110101100101001110110000010010,45.910216718266255
8,1001100011001111110110111010010010010010011100010101011011111010110010010110001010100100100001011110010010011011,28.167267112712302
8,1001100010001111110110000010000011001011010110110010101111100010111010010110001100110100100101001100110010010011,36.56481481481482
8,1001100010001111110110000010000011001011010110110010111111100010111010010110001100110100100100101110110010010011,15.59255890801331
8,0001001010001100101111010110110001010001001000101010111111001111011100010100001100110101100101011110110000010011,19.68292396286285
8,0001001011001100101111010110110001010001001000101010111111001111011100010100001100110111100101001110110000010011,32.63003663003663
8,1101100011001111100110111110010010010010011100000101011010111010110010010110001010100100101001011110000010011010,63.723981900452486
8,1001100010001111110110111110110010010010011100010101011011111010110010010110001010100100100001011110010010011010,20.94840134226238
8,1001100010001111110110000000000010010010011101010111011010111010111100010101110110111110110100101110000010011010,173.40485829959513
8,1001100010001111110110111110010000010010011100010101011010111010110010010110001010100100100001011110111010010010,13.563731452635242
8,0001001011001100101111010110110001010001001000101010111111001111011100010100001100110100100001011110010110011011,26.76147651427318
8,0110001100101010000001111101111011010000011100110101010010111010111010010110001010110101100101000100110000010011,32.9412915851272
8,1001100010001111110110000010000011001011010110110010111111100010111010010110001100110100100101011110000010011010,9.726609112469166
8,1001100010001111110110111110010000010010011100010101011010111010110010010110001010100100101001001100110010010011,123.78947368421052
8,0001001011001111110110111110010000010000011100010101011010111010110010010110001010110100100100101110110010010011,52.18552036199095
8,1001100010001100101111010110110001010001001000101010111111001111011100010100001100110101100101001110110000010011,22.05482129560685
9,1001100010001111110110110000000010010010011101110111011010111010111100010101110100111110110100101110000010011010,15.187683284457478
9,1001100010001111110110001110010000010010011100010101011010111010110010010110001010100100101001001100110010010011,28.615626367506067
9,1100010000100001000111000010000011001011010010110001011010111010110010110110001010100000101001011110000010011010,54.08359133126935
9,1001100010001111110110000000000010010010011101010111011010111010111100010101110110111110110100101110000010011010,38.397919010123736
9,1100010000101001000111000010000011001011010010110001011010111010110010010110001100110100100101001100110010010011,46.04964539007092
9,1001100010001111110010000010000011001011010110110010101111100010111010010110001010100100101001011110000010011010,14.215614515501457
9,1001100010001111110110000000000010010010011101010111011010111010111100010101110110111110110100101110000010011010,30.23680705596827
9,1001100010001101110110000000000010010010011101010111011010111010111100010101110110111110110100101110000010011010,14.518266039776137
9,1001100010001111110110000100000010010010011101010010101111100010111010010110001100100100100101001100110010010011,42.35352192899183
9,1001100010001111110110000010000111001011010110110011011010111010111100010101110110111110110100101110000010011010,33.06178287731686
9,1001100010001111110110111110010000010000011100010101011010110010110010010110001010110100100100101111110010010011,24.621073961499494
9,0001001011001111110110111110010000010010011100010101011010111010110010010110001010100100101001001100110010010011,24.771727258542676
9,1001100010001111110110011010010010010010011101010101011011111010110010010010001010100100100001011110010010011011,19.24425663377247
9,1001100011001111110110000000000010010010011111010111011010111010111100010101110110111110110100101110000010011010,10.92032792986645
9,1001100010001111110110111110010000010110011100010110111111000010111010010111100110111110110001011010010011001000,35.76315789473684
9,1001100010001111110110111110010000010010011100010101011010111010110010010110001010100100100001011110111010000010,28.757575757575758
9,1001100010001111110110111110010010010010011100000101011010111011110010010110001010100100101001011110000010011010,16.770081577498622
9,1101100011001111100110000010000011001011010110110010111111100010111010010110001100110100100101011110000010011010,9.949595477086525
9,0001001010001100101111010110110001010001001000101010111111001111011100010100001100110101100101001110110000010010,22.75379764106607
9,0001001011001100101111010110110001010001001000101010111111001111011100010100001100110101100101011110110000010011,167.35897435897436
10,1001100010001111110110000100000010110010011100010101011010011010110010010110001010100100100011001100110010010011,25.09856915739269
10,1001100010001111110110001110010000010010011101010010101111100010110010010110001100100100100101001100110010010010,45.3448275862069
10,0001100010001101110110000000001010010010011101010111011010111010111100010101110110111110110100101110000010011010,27.78177300642258
10,1001001011001100101111010110110001010001001000101010111111001111011100010100000100110101100101011110110000010011,29.714513556618822
10,1001100010001111110110000010000101001011010110110011011010111010111110010110001100100100100101001100110010010011,17.846999405822935
10,1100010000111001000111000010000010001011010010110101011010111010110000010101110110111110110100101110000010011010,82.03846153846155
10,0001001011001100101111010110110001010001001000101010111111001111011100010100001100110101100101011110110000010000,40.0827955006454
10,1001100010001111110110111110010000010110011100010110111111000010111010010111100110111110110001011010010011001011,58.04692387904066
10,1001100010001111110110001110010000010001001000101010111111001111011100010100001100110101100101011110110000010011,23.469319412981385
10,0001001011001100101111010110110001010010011100010101011010111010110010010110001010100100101001001100110010010011,24.79269085209679
10,1001100010001111110110111110010000010111011100010110111111000010111010010111100110111110110001011110110000010011,40.27513227513228
10,0001001011001100101111010110110001010001001000101010111111001111011100010100001100110101100101011010010011001000,30.6668373442567
10,1001100010001111110110000000000010010010011101010110101111101010111010010110001010100100101001011110000010011010,11.309864748741724
10,1001100010001111110010000010000011001011010110110011011010111010110100010101110110111110110100101110000010011010,23.30637311830014
10,1001100010001111110010000010000011001011010110100010101111100010111010010110011010100100101001011110010010011011,15.575829816588215
10,1001100010001111110110011010010000010010011101010101011011111010110010010010001010100100100001011110000010011010,26.48004908952204
10,1001100010001111110110001110010000010010011100010101011010111010110110010110001010100100101001001100110010010001,15.121622842685461
10,1001100010001111110110001110010000010010011100010101011010111010110010010110001010100100111001001100111010010011,29.101635521891193
10,1100011000100001000111000010000011001011010010110001011010111010110010110110001010100000101001011110000010011010,11.009877830643
10,1100010000100101000111000010000011001011010010110001011010111010110010110110001010100000101001011110000010011010,15.53064167267484
11,0001101011001111110110001110010100000001001000101010111111001111011100010100001100110101100101011110110000010011,30.132479196935677
11,1001100010001100101111010110110001010010011100000101011010111010110010010110001010100110101001001100110010010011,17.715856432723903
11,0001001000111001001111000010000010001011010010110101011010111010110000010101111110111110110100101110000010011010,14.627101397503761
11,1100010011001100101111010110110001010010011100010101011010111010110010010110001010100100101001001100110010010011,15.12185073896314
11,1001100010001111110110001110010000011001001000101010111111001111011100010100001100110101100101001110000010011010,27.190842173630656
11,0001100010001111110110000000001010010010011101010111011010111010111100010101110110111110110100111110110000010011,23.60389119118328
11,1100010000111001000111000010000010001011010010110101011010111010110000010101110110111110110101011110010010011011,34.72268907563025
11,1001100010001111110010000010000011001011010110100010101111100010111010010110011110100100101000101110000010011010,34.942853870819974
11,1001100010001111110110001110010000010001001000101010111111001111011100010100001100110101100101011110110000010011,30.126141185547123
11,1001100010001111110110001110010000010010011100010101011010111010111010010110001010100100111001001100111010010001,20.221945227766817
11,1100010000111001010111000010000010001011010010110101011010111010110000010101111100100100100101001100110010010010,16.546703296703296
11,1001100010001111110110001110010000010010011101010010101111100010110010010110000110111110110100101110000010011010,33.14210919970082
11,1100010000111001000111000010000010001011010010010110111111000010111010010111100110111110110001011110110000010011,20.583870336667005
11,1001100010001101110110111110010000010111011100110101011010111010110000010101110110111110110100101110000010011010,41.15126050420169
11,1100010000111001000111010010001010001011010010110101011010111010110000010101110110111110110100101110000010010010,13.514258059244641
11,1001100010001111110110001110010000010010011101010010101111100010110010010110001100100100100101001100110010011010,167.25563909774436
11,1001100010001111110110000010000101001011010110010101011110011010110010010110001010100100100011001100110010010011,44.54135338345865
11,1001100010001111110110000100000010110010011100110011011010111010111110010110001100100100100101001100110010010011,22.65975399857269
11,1100010000111001100111000010000011010001001000101010111111001111011100010100001000110101100101011010010011001000,30.157894736842106
11,0001001011001100101111010110110010001011010010110101011010111010110000010101110110110010110100101110000010011010,17.78759917212832
12,1001100010001111110110000100000010110010011100110011011010111010111110010110001010100110101001001100110010010011,16.962449844802787
12,1001100010001100101111010110110001010010011100000101011010111010110010010110001100100100100101001101110010010011,45.72727272727273
12,1001100010001101110110001110010000010010011101010010101111100010110010010110000110111110110100101110000110011010,15.858474031016351
12,1001100010001111110110001110010000010010011101010010101111100010110010010110000110111110110100101110000010001010,14.368828297715549
12,1001100010001111110110001110010000010010011101010010101111100010110010010110001100100100100101001100110010011010,29.922835830251366
12,1001100010011111110110001110010000010010011101010010101111100010110010010110001100100100100101001100110010011010,30.925723766471098
12,1001100010001111110110001110010000010010011101010010101111100010110010010110000110111110110100101110000010011010,19.917996697853603
12,1001100010001101110110001110010000010010011101110010101111100010110010010110001100100100100101001100110010011010,14.074626732350456
12,1001100010001111110110001110010000010010011101011010101111100010110110010111111110111110110100101110000010011010,27.470140472697164
12,0001011000111001001111000010000010001011010010110101011010111010110000010100001100100100100101001100110010011010,13.623683188971828
12,1100010000111001010111000010000010001011010010110101011010111010110000010101111100100100100101001100110010011010,27.366566716641678
12,1001100010001111110110001110010000010010011101010010101111100010110010010110001100100100100101001100110010010010,30.19756838905775
12,1001100010001101110110111110010000010010011101010010101111100010110010010110001100100100100101001100110010011110,13.271573087107068
12,1001100010001111110110001110010000010111011100110101011010111010110000010101110110111110110100101110000110011010,63.325203252032516
12,1100010011001100101111010110110001010010011101010010101110100010110010010110001100100100100101001100110010011010,27.285714285714285
12,1101100010001111110110001110010000010010011100010101011010111010110010010110000010100100101001001100110010010011,23.829558038860366
12,1001100010001110110110001110010000011001001000101010111111001111011100010100001110100100101001001100110010010011,15.109466212114137
12,1100010011001100101111010110110001010010011100010001011010111010110010010110001000110101100101001110000010011010,28.880513747969225
12,1001100010001111110110000010000101001011010110010101011110011010110010010110001010100000100011001100110010010011,156.94659104336523
12,1001100010011111110110000010000101001011010110010101011110011010110010010110001010100100100011001100110010010011,38.381048971312666
13,1001100010001111110110001110010000010010011101010010101111100010110010010110000110111110110100101110000010011010,9.829129362978493
13,1001100010001111110110000010000101001011010110010101011110011010110010010110001010100000100011001100110010010011,40.5668449197861
13,1001100010001111110110000010000101001011010110010101011110011010110010010110001010100000100111001100110010011010,19.056568969051035
13,1001100010011111110110001110010000010010011101010010101111100010110000010110001100100100101101001100110010010011,18.797617643590044
13,1001100010001111110110000010000101001010011101110010101111000010110010010110001100100100100101001100110010011010,159.89019896831246
13,1001100010001101110110001110010100010011010110010101011110011010110010010110001010100000110011001100110010010011,10.775385064603256
13,1001100010001111110110101110011000010111011100110100101111100010110010010110000110111110110100101110000010001010,20.343054048702122
13,1001100010001111110110001110010000010010011101010011011010111010010000010101110110111110110100101110000110011010,18.614737274220033
13,1001100010001111110110000010000100010111011100110100011010110010110000010101110110111110110100101110000110011010,24.36752136752137
13,1001100010001111110110001110010001011011010110010101011110011010110010010110001010100000100011001100110010010011,84.86335403726707
13,1001100010011111110110000010000101001011010110010101011110011010110010010110001010100100100011001100110010011010,18.211104684788896
13,1001100010001111110110001110010000010010011101010010101111100010110010010110001100100100100101001100110010010011,20.43218323222065
13,1001100010001101110111001110010000010010011101010010101111100010110010010110000010100100101001001100110010010011,14.515151515151516
13,1101100010001111110110001110010000010010011100010101011010111010110010010110000110111110110100101110000110011010,17.369220251573193
13,1100010011001101101111010110110001010010011100010001001010111010110000010101110110111110110100101110000110011010,96.91288160833955
13,1001100010001111110110001110010000010111001100110101011010111010110010010110001010110101100101001110000010011010,11.88867864174337
13,1001100010001111110110000000010000010010011101010010101111100010110010010110001100100100100101001100110010011010,35.77777777777778
13,1001100010011111110110001110000101001011010110010101011110011010110010010110001010100000100011001100110010110011,16.957171355290477
13,1001100010011111110100000010010000010111011100110101011010111010110000010101110110111110110100101110000110011010,17.170419744190234
13,1001100010001111110110011110000101001011010110010101011110011010110010010111001010000100100011001100110010010011,7.641368480522196
14,1001100010001111110110001110000101001011010110010101011110011010110010010110001010100000100011001000110010110011,12.738915122763578
14,1001100010011101110111001110010000010010011101010010101111100010110010010110000010100100101001001100110010010011,52.78947368421053
14,1001100010001111110110000000010001011011010110010101011110011010110010010100001010100000100011001100110010010011,44.117571059431526
14,1001100010001111110110001110010000010010011101010010101111100010110010010110001100100100100101001100110010011010,30.760601994983375
14,1001100010001111100110001110010001011011010110010101011110011010110010010110001110100000100011001110000010011010,172.4264569842738
